uid, UserKNN-Amplified, UserKNN-BM25, UserKNN-Cosine, UserKNN-IDF, ItemKNN-AdjustedCosine, BPR, MF, SVD, PMF, NMF
1, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.05308, 0.00000, 0.00000, 0.00000, 0.00000
2, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.17465, 0.04481, 0.04481, 0.14204, 0.00000
3, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.11293, 0.03789, 0.03789, 0.03789, 0.00000
4, 0.00000, 0.00000, 0.00000, 0.00000, 0.03940, 0.07879, 0.14666, 0.14666, 0.19698, 0.04396
5, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.08346, 0.00000, 0.00000, 0.00000, 0.00000
6, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.05151, 0.05151, 0.00000, 0.00000
7, 0.00000, 0.08441, 0.00000, 0.07257, 0.00000, 0.41039, 0.22132, 0.22132, 0.27839, 0.00000
8, 0.00000, 0.00000, 0.00000, 0.00000, 0.11244, 0.18732, 0.14021, 0.14021, 0.14204, 0.00000
9, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.11011, 0.09859, 0.09859, 0.08898, 0.03757
10, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.06794, 0.06794, 0.05750, 0.00000
11, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
12, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
13, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.20736, 0.00000, 0.00000, 0.00000, 0.00000
14, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
15, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.10724, 0.03406, 0.03406, 0.05060, 0.00000
16, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.10894, 0.00000, 0.00000, 0.07056, 0.00000
17, 0.00000, 0.00000, 0.00000, 0.00000, 0.04973, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
18, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
19, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
20, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.19228, 0.18685, 0.18685, 0.13228, 0.00000
21, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
22, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.04276, 0.18630, 0.18630, 0.08962, 0.00000
23, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.14710, 0.10975, 0.10975, 0.11063, 0.03234
24, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.16703, 0.06837, 0.06837, 0.25262, 0.04106
25, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.14204, 0.03234, 0.03234, 0.04735, 0.00000
26, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
27, 0.03406, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.18064, 0.18064, 0.18214, 0.06895
28, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
29, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.05438, 0.00000
30, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.05876, 0.00000
31, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
32, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.05351, 0.00000, 0.00000, 0.00000, 0.00000
33, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.05948, 0.06139, 0.06139, 0.10780, 0.00000
34, 0.00000, 0.00000, 0.00000, 0.04568, 0.09175, 0.28498, 0.04478, 0.04478, 0.00000, 0.04568
35, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.24323, 0.03636, 0.03636, 0.00000, 0.00000
36, 0.00000, 0.00000, 0.00000, 0.00000, 0.03344, 0.05495, 0.00000, 0.00000, 0.00000, 0.00000
37, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.30268, 0.15079, 0.15079, 0.00000, 0.00000
38, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.27928, 0.00000, 0.00000, 0.00000, 0.00000
39, 0.00000, 0.00000, 0.00000, 0.00000, 0.03475, 0.09753, 0.00000, 0.00000, 0.00000, 0.00000
40, 0.00000, 0.00000, 0.00000, 0.00000, 0.04106, 0.19699, 0.00000, 0.00000, 0.03551, 0.00000
41, 0.00000, 0.00000, 0.00000, 0.00000, 0.03475, 0.31203, 0.08729, 0.08729, 0.11873, 0.00000
42, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.03591, 0.00000, 0.00000, 0.03396, 0.00000
43, 0.05781, 0.00000, 0.00000, 0.00000, 0.00000, 0.05633, 0.10780, 0.10780, 0.06943, 0.00000
44, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
45, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.03286, 0.14204, 0.14204, 0.07102, 0.03636
46, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000
