uid, UserKNN-Amplified, UserKNN-BM25, UserKNN-Cosine, UserKNN-IDF, ItemKNN-AdjustedCosine, BPR, MF, SVD, PMF, NMF
1, 0.01301, 0.06151, 0.04946, 0.06151, 0.05784, 0.28573, 0.18530, 0.18530, 0.17660, 0.09343
2, 0.09648, 0.09247, 0.09051, 0.09247, 0.19455, 0.19508, 0.17382, 0.17382, 0.16635, 0.18497
3, 0.03003, 0.00000, 0.00000, 0.00000, 0.00000, 0.15002, 0.00000, 0.00000, 0.00000, 0.03715
4, 0.03142, 0.03372, 0.03447, 0.03349, 0.02688, 0.30496, 0.04816, 0.04816, 0.05940, 0.03191
5, 0.03210, 0.02662, 0.02879, 0.02662, 0.10581, 0.26300, 0.05439, 0.05439, 0.10936, 0.05733
6, 0.00000, 0.00000, 0.00000, 0.00000, 0.00000, 0.23409, 0.00000, 0.00000, 0.05123, 0.00000
7, 0.01958, 0.02256, 0.02277, 0.02256, 0.13069, 0.30352, 0.07519, 0.07519, 0.09111, 0.00000
8, 0.05674, 0.05815, 0.06290, 0.05893, 0.05979, 0.16539, 0.08298, 0.08298, 0.09165, 0.06290
9, 0.03245, 0.03112, 0.03067, 0.03112, 0.03007, 0.10880, 0.03558, 0.03558, 0.07967, 0.02811
10, 0.00000, 0.00000, 0.00000, 0.00000, 0.06140, 0.21398, 0.00000, 0.00000, 0.05162, 0.00000
11, 0.04413, 0.00000, 0.04128, 0.00000, 0.10114, 0.07428, 0.06471, 0.06471, 0.06360, 0.04399
12, 0.03859, 0.02507, 0.02673, 0.02507, 0.10136, 0.28885, 0.21023, 0.21023, 0.24486, 0.03030
13, 0.06083, 0.04843, 0.04883, 0.04843, 0.08338, 0.17854, 0.05898, 0.05898, 0.07044, 0.06435
14, 0.00000, 0.03633, 0.03646, 0.03633, 0.02663, 0.06759, 0.01845, 0.01845, 0.05807, 0.02339
15, 0.11784, 0.10983, 0.11204, 0.11056, 0.00000, 0.07215, 0.05893, 0.05893, 0.14400, 0.00000
16, 0.00000, 0.03306, 0.00000, 0.03313, 0.03696, 0.21175, 0.04031, 0.04031, 0.05633, 0.03628
17, 0.00000, 0.00000, 0.00000, 0.00000, 0.03280, 0.22422, 0.00000, 0.00000, 0.07171, 0.00000
18, 0.03358, 0.03452, 0.03399, 0.03481, 0.15771, 0.26187, 0.03502, 0.03502, 0.06743, 0.04194
19, 0.02250, 0.00000, 0.00000, 0.00000, 0.02628, 0.21947, 0.07428, 0.07428, 0.05163, 0.02797
20, 0.05961, 0.05592, 0.03962, 0.05592, 0.09351, 0.17168, 0.12501, 0.12501, 0.16486, 0.07625
21, 0.00000, 0.02542, 0.02439, 0.02542, 0.26045, 0.44342, 0.08109, 0.08109, 0.14846, 0.04943
22, 0.06021, 0.08522, 0.08710, 0.08522, 0.05648, 0.17736, 0.17912, 0.17912, 0.17449, 0.05882
23, 0.00000, 0.03212, 0.03355, 0.03212, 0.07204, 0.28366, 0.09677, 0.09677, 0.17028, 0.06157
24, 0.03896, 0.03923, 0.03587, 0.03923, 0.06912, 0.20939, 0.07526, 0.07526, 0.08982, 0.03202
25, 0.05853, 0.04889, 0.05025, 0.04889, 0.10021, 0.28611, 0.15071, 0.15071, 0.15923, 0.05211
26, 0.11487, 0.11081, 0.11071, 0.11081, 0.11636, 0.15427, 0.19637, 0.19637, 0.23730, 0.08706
27, 0.03101, 0.05882, 0.05756, 0.05882, 0.00000, 0.16676, 0.15546, 0.15546, 0.10315, 0.02856
28, 0.03456, 0.10443, 0.10353, 0.10443, 0.06613, 0.15940, 0.16591, 0.16591, 0.22972, 0.04268
29, 0.05094, 0.00000, 0.00000, 0.00000, 0.00000, 0.24495, 0.00000, 0.00000, 0.00000, 0.00000
30, 0.06422, 0.04721, 0.04698, 0.04721, 0.03339, 0.12324, 0.09853, 0.09853, 0.08953, 0.03704
31, 0.00000, 0.00000, 0.00000, 0.00000, 0.03822, 0.11326, 0.04104, 0.04104, 0.03553, 0.03707
32, 0.00000, 0.00000, 0.00000, 0.00000, 0.08681, 0.08479, 0.00000, 0.00000, 0.00000, 0.00000
33, 0.03515, 0.03387, 0.03409, 0.03387, 0.12536, 0.39528, 0.15988, 0.15988, 0.18565, 0.10330
34, 0.04650, 0.00000, 0.00000, 0.00000, 0.04800, 0.13327, 0.04988, 0.04988, 0.00000, 0.06786
35, 0.07689, 0.05798, 0.06935, 0.05798, 0.00000, 0.24299, 0.17859, 0.17859, 0.18498, 0.08037
36, 0.02021, 0.02901, 0.02812, 0.02901, 0.05348, 0.23121, 0.06687, 0.06687, 0.09803, 0.03578
37, 0.10151, 0.05102, 0.09439, 0.05102, 0.00000, 0.13511, 0.07124, 0.07124, 0.11143, 0.05725
38, 0.06041, 0.07303, 0.06510, 0.06510, 0.00000, 0.41049, 0.07847, 0.07847, 0.09804, 0.06667
39, 0.04628, 0.05686, 0.05543, 0.05686, 0.00000, 0.17577, 0.07565, 0.07565, 0.08441, 0.00000
40, 0.00000, 0.00000, 0.00000, 0.00000, 0.05790, 0.17114, 0.00000, 0.00000, 0.00000, 0.00000
41, 0.03253, 0.00000, 0.00000, 0.00000, 0.07717, 0.03620, 0.03262, 0.03262, 0.03142, 0.00000
42, 0.18533, 0.09288, 0.13228, 0.09169, 0.00000, 0.21981, 0.04564, 0.04564, 0.10374, 0.04289
43, 0.00000, 0.00000, 0.00000, 0.00000, 0.03615, 0.14890, 0.00000, 0.00000, 0.00000, 0.00000
44, 0.03693, 0.10443, 0.10223, 0.10443, 0.03350, 0.24561, 0.21342, 0.21342, 0.24074, 0.10828
45, 0.11641, 0.11531, 0.10824, 0.11992, 0.00000, 0.34118, 0.14496, 0.14496, 0.18067, 0.11597
46, 0.08245, 0.07693, 0.05296, 0.07693, 0.02172, 0.23492, 0.20490, 0.20490, 0.17042, 0.06003
47, 0.00000, 0.05105, 0.00000, 0.05127, 0.00000, 0.20616, 0.05866, 0.05866, 0.06250, 0.05187
48, 0.02020, 0.00000, 0.00000, 0.00000, 0.08004, 0.12034, 0.02842, 0.02842, 0.14916, 0.00000
49, 0.00000, 0.00000, 0.00000, 0.00000, 0.04204, 0.14399, 0.00000, 0.00000, 0.00000, 0.00000
