1,20,4.0,3.266729530567099,0.7332704694329011
1,33,4.0,3.4731824999491034,0.5268175000508966
1,61,4.0,4.21706966660911,0.21706966660910965
1,117,3.0,3.3391874007753475,0.3391874007753475
1,155,2.0,2.4022004883595596,0.40220048835955957
1,160,4.0,4.0739590760119775,0.07395907601197749
1,171,5.0,4.395002220284231,0.6049977797157693
1,189,3.0,4.450389749754007,1.4503897497540068
1,202,5.0,4.131518923696747,0.8684810763032527
1,265,4.0,3.724199563657515,0.2758004363424851
2,13,4.0,3.618747394253701,0.3812526057462988
2,50,5.0,4.181355446194259,0.8186445538057407
2,251,5.0,4.295010863610203,0.7049891363897967
2,280,3.0,3.033845035987059,0.03384503598705901
2,281,3.0,3.161260144010446,0.1612601440104462
2,290,3.0,2.98077965643577,0.01922034356423019
2,292,4.0,3.7908511252576296,0.20914887474237043
2,297,4.0,3.925971769552547,0.07402823044745288
2,312,3.0,3.1929911626624956,0.1929911626624956
2,314,1.0,2.909074944659551,1.909074944659551
3,245,1.0,2.5626629119765068,1.5626629119765068
3,294,2.0,2.4035843842890534,0.4035843842890534
3,323,2.0,2.3360235456573006,0.33602354565730064
3,328,5.0,2.8729926777087216,2.1270073222912784
3,331,4.0,3.1121767054454357,0.8878232945545643
3,332,1.0,2.877413754684701,1.8774137546847012
3,334,3.0,3.154481431996385,0.15448143199638498
3,335,1.0,2.676519018486382,1.676519018486382
3,337,1.0,3.2569712937379975,2.2569712937379975
3,343,3.0,2.7076883483440835,0.29231165165591655
4,50,5.0,4.9686058694601405,0.03139413053985951
4,260,4.0,3.604345630393516,0.39565436960648404
4,264,3.0,3.5812005101955426,0.5812005101955426
4,288,4.0,4.24253677722617,0.24253677722616995
4,294,5.0,3.840388623675928,1.1596113763240719
4,303,5.0,4.439029276652371,0.5609707233476291
4,354,5.0,4.1410927629199366,0.8589072370800634
4,356,3.0,4.004996333352362,1.004996333352362
4,357,4.0,4.993294132732825,0.9932941327328253
4,361,5.0,4.272480509767921,0.727519490232079
5,1,4.0,3.3456363261641764,0.6543636738358236
5,2,3.0,2.7442918250795305,0.2557081749204695
5,17,4.0,2.8842073545837184,1.1157926454162816
5,98,3.0,3.71470139574617,0.7147013957461699
5,110,1.0,1.9232825288417839,0.9232825288417839
5,225,2.0,1.904625635552719,0.09537436444728109
5,363,3.0,2.63683837016824,0.3631616298317599
5,424,1.0,1,0.0
5,439,1.0,1.8495632618421596,0.8495632618421596
5,454,1.0,2.4928883993748685,1.4928883993748685
6,14,5.0,3.890435142181802,1.109564857818198
6,23,4.0,4.154113117581388,0.1541131175813879
6,69,3.0,3.526125889196236,0.5261258891962362
6,86,3.0,3.6642756844544184,0.6642756844544184
6,98,5.0,4.15347593394825,0.8465240660517503
6,258,2.0,3.5062390652871023,1.5062390652871023
6,301,2.0,2.672742150075163,0.6727421500751629
6,463,4.0,3.8711402161340556,0.12885978386594443
6,492,5.0,3.881953689492993,1.1180463105070069
6,517,4.0,3.99579599231249,0.0042040076875098364
7,32,4.0,3.666862064725306,0.33313793527469393
7,163,4.0,3.9331300631322827,0.06686993686771725
7,382,4.0,3.6400365111330073,0.3599634888669927
7,430,3.0,4.319746609102323,1.3197466091023227
7,455,4.0,3.4848073452462134,0.5151926547537866
7,479,4.0,4.523990033949388,0.5239900339493877
7,492,5.0,4.310337189856308,0.6896628101436919
7,497,4.0,4.422140814834699,0.422140814834699
7,648,5.0,4.370965471488534,0.6290345285114656
7,661,5.0,4.487442595629199,0.512557404370801
8,22,5.0,4.332562675316258,0.6674373246837417
8,50,5.0,4.92181309046502,0.07818690953498031
8,79,4.0,4.329716989488055,0.3297169894880554
8,89,4.0,4.818765677268064,0.8187656772680638
8,182,5.0,4.3696054229645345,0.6303945770354655
