1,20,4.0,3.3892209143067875,0.6107790856932125
1,33,4.0,3.5315542611637185,0.4684457388362815
1,61,4.0,4.0893519395726425,0.08935193957264254
1,117,3.0,3.412391635318154,0.41239163531815404
1,155,2.0,2.313714453987048,0.313714453987048
1,160,4.0,3.256022308910317,0.7439776910896829
1,171,5.0,4.102961343888675,0.8970386561113246
1,189,3.0,4.367541712153973,1.3675417121539732
1,202,5.0,3.59273222330169,1.4072677766983102
1,265,4.0,3.82295137359835,0.1770486264016502
2,13,4.0,3.672919990750448,0.32708000924955183
2,50,5.0,4.319218871168371,0.6807811288316286
2,251,5.0,4.437489712742006,0.5625102872579939
2,280,3.0,3.0561684033230883,0.056168403323088256
2,281,3.0,3.4148432133088997,0.4148432133088997
2,290,3.0,3.1974823590119765,0.19748235901197653
2,292,4.0,3.902610146882627,0.09738985311737292
2,297,4.0,4.045895217963261,0.04589521796326057
2,312,3.0,3.4749859942706904,0.47498599427069044
2,314,1.0,2.3014977614214764,1.3014977614214764
3,245,1.0,2.2099291964658465,1.2099291964658465
3,294,2.0,2.296714269301164,0.2967142693011642
3,323,2.0,2.222679433312484,0.22267943331248397
3,328,5.0,3.132821429843135,1.8671785701568648
3,331,4.0,2.9121460429938693,1.0878539570061307
3,332,1.0,2.6292807973827137,1.6292807973827137
3,334,3.0,2.8335922023160625,0.16640779768393754
3,335,1.0,1.9742749676824776,0.9742749676824776
3,337,1.0,2.8622036628525866,1.8622036628525866
3,343,3.0,2.3534187884631774,0.6465812115368226
4,50,5.0,4.8753902520804395,0.12460974791956048
4,260,4.0,3.5090472720406627,0.4909527279593373
4,264,3.0,3.7456993619531973,0.7456993619531973
4,288,4.0,4.362514068738741,0.3625140687387409
4,294,5.0,3.47134870573671,1.5286512942632902
4,303,5.0,4.52162992056708,0.47837007943291976
4,354,5.0,4.406874260646573,0.593125739353427
4,356,3.0,4.006649884366194,1.006649884366194
4,357,4.0,5,1.0
4,361,5.0,4.506376646516032,0.4936233534839678
5,1,4.0,2.7628976895668393,1.2371023104331607
5,2,3.0,2.3433355872833745,0.6566644127166255
5,17,4.0,2.538537442537314,1.4614625574626858
5,98,3.0,3.7295577253033283,0.7295577253033283
5,110,1.0,1.7422188855622576,0.7422188855622576
5,225,2.0,2.0317584366473556,0.03175843664735556
5,363,3.0,2.194658674549132,0.8053413254508679
5,424,1.0,1,0.0
5,439,1.0,1,0.0
5,454,1.0,2.322370855212558,1.322370855212558
6,14,5.0,3.9141129219321247,1.0858870780678753
6,23,4.0,4.37083620079263,0.37083620079263024
6,69,3.0,3.581788012453621,0.5817880124536212
6,86,3.0,3.8900620489028035,0.8900620489028035
6,98,5.0,4.273826368998223,0.7261736310017772
6,258,2.0,3.6913257519447558,1.6913257519447558
6,301,2.0,3.3286002384007016,1.3286002384007016
6,463,4.0,3.8437756588307566,0.15622434116924344
6,492,5.0,3.801413309859325,1.198586690140675
6,517,4.0,3.7619560044999787,0.2380439955000213
7,32,4.0,4.020993117934748,0.020993117934748007
7,163,4.0,3.9184456698983863,0.08155433010161373
7,382,4.0,4.008337613793984,0.008337613793983678
7,430,3.0,4.2472280975130845,1.2472280975130845
7,455,4.0,3.371444096421004,0.628555903578996
7,479,4.0,4.553167404081927,0.5531674040819272
7,492,5.0,4.115704686853074,0.884295313146926
7,497,4.0,4.143320679530675,0.1433206795306754
7,648,5.0,4.304209295549489,0.6957907044505109
7,661,5.0,4.423604531804844,0.5763954681951562
8,22,5.0,4.210998212667904,0.7890017873320962
8,50,5.0,4.677007999394064,0.3229920006059359
8,79,4.0,4.452419537580207,0.4524195375802069
8,89,4.0,4.356616429634348,0.35661642963434836
8,182,5.0,4.30726830518088,0.6927316948191198
8,294,3.0,3.186910571997668,0.18691057199766803
8,338,4.0,2.932739674293595,1.067260325706405
8,385,1.0,3.673071891381556,2.673071891381556
8,457,1.0,2.2844243683435437,1.2844243683435437
8,550,3.0,3.529345581978772,0.529345581978772
9,6,5.0,4.2364978437486585,0.7635021562513415
9,286,5.0,4.288043046732325,0.7119569532676753
9,298,5.0,4.3226636755404115,0.6773363244595885
9,340,4.0,4.444850532321268,0.4448505323212677
9,479,4.0,4.849696895842881,0.8496968958428814
9,487,5.0,4.631122621235778,0.3688773787642221
9,507,4.0,4.370590222396609,0.37059022239660866
9,521,4.0,4.436418353828748,0.4364183538287483
9,527,3.0,4.516648427688223,1.5166484276882226
9,691,5.0,4.225269353251345,0.7747306467486554
10,7,4.0,4.468719719276075,0.46871971927607525
10,16,4.0,4.068873299283069,0.0688732992830694
10,100,5.0,4.476472536023411,0.5235274639765892
10,175,3.0,4.272817710355895,1.2728177103558949
10,285,5.0,4.673320660228271,0.32667933977172936
10,461,3.0,4.2820166058415605,1.2820166058415605
10,486,4.0,4.278623681608425,0.2786236816084253
10,488,5.0,4.475170316615376,0.524829683384624
10,504,5.0,4.324685346389533,0.6753146536104673
10,611,5.0,4.450042258089434,0.5499577419105659
11,38,3.0,2.8520690569372795,0.14793094306272048
11,110,3.0,2.669839261593264,0.330160738406736
11,111,4.0,3.358957068517822,0.6410429314821782
11,227,3.0,2.988261261640127,0.011738738359873047
11,425,4.0,3.5692379745309943,0.43076202546900566
11,558,3.0,3.646956503596797,0.646956503596797
11,723,5.0,3.1872805534469553,1.8127194465530447
11,725,3.0,2.920348800805867,0.07965119919413288
11,732,3.0,3.4298034205684855,0.42980342056848553
11,740,4.0,3.3801592658305464,0.6198407341694536
12,82,4.0,4.465240243586478,0.46524024358647775
12,96,4.0,4.654503219306285,0.6545032193062852
12,97,5.0,4.544160696666843,0.4558393033331569
12,132,5.0,4.527732457151367,0.47226754284863315
12,143,5.0,4.329501585880097,0.6704984141199031
12,172,4.0,4.8305953468146,0.8305953468145999
12,204,5.0,4.527169387758984,0.4728306122410162
12,300,4.0,4.519163330658041,0.5191633306580412
12,471,5.0,4.495259974658012,0.504740025341988
12,735,5.0,4.581886904210089,0.41811309578991107
13,56,5.0,3.683301435269089,1.316698564730911
13,98,4.0,3.94226491033811,0.057735089661890004
13,186,4.0,3.126671008519058,0.8733289914809421
13,198,3.0,3.4501641128586127,0.4501641128586127
13,215,5.0,3.3996286589647893,1.6003713410352107
13,272,4.0,3.697522520852025,0.3024774791479752
13,344,2.0,3.3738226393175865,1.3738226393175865
13,360,4.0,2.2856855997790393,1.7143144002209607
13,526,3.0,3.4012189365204026,0.40121893652040264
13,836,2.0,2.981144374123571,0.9811443741235708
14,22,3.0,4.54750047530507,1.5475004753050703
14,98,3.0,4.47669686709765,1.4766968670976501
14,111,3.0,3.9405060308591686,0.9405060308591686
14,174,5.0,4.562516404824454,0.4374835951755456
14,213,5.0,4.226110197380998,0.773889802619002
14,269,4.0,4.613987196466782,0.6139871964667822
14,357,2.0,4.803997473293494,2.803997473293494
14,474,4.0,4.742996558788113,0.7429965587881133
14,530,5.0,4.480778726085379,0.5192212739146207
14,709,5.0,4.5889694625247115,0.4110305374752885
15,25,3.0,2.9715461629573685,0.02845383704263149
15,127,2.0,3.727620224433532,1.7276202244335321
15,222,3.0,2.5785674482563787,0.42143255174362126
15,331,3.0,2.9262536764261258,0.07374632357387423
15,405,2.0,1.978348855233293,0.02165114476670693
15,473,1.0,2.7202679559957166,1.7202679559957166
15,678,1.0,1.4093783326275557,0.40937833262755574
15,685,4.0,2.605032890743008,1.3949671092569922
15,749,1.0,2.7271801118392536,1.7271801118392536
15,932,1.0,2.2395837858802,1.2395837858802001
16,8,5.0,4.752319794848256,0.24768020515174438
16,55,5.0,4.492909918108558,0.5070900818914419
16,64,5.0,5,0.0
16,89,2.0,4.816455206451411,2.816455206451411
16,178,5.0,5,0.0
16,194,5.0,4.733588910581514,0.2664110894184857
16,197,5.0,4.87533795766556,0.12466204233443978
16,209,5.0,4.623914735435644,0.376085264564356
16,705,5.0,4.630487287788705,0.36951271221129467
16,944,1.0,3.9064999261753792,2.9064999261753792
17,1,4.0,3.459746663107384,0.5402533368926159
17,9,3.0,3.5884773863915957,0.5884773863915957
17,13,3.0,3.004493763866393,0.004493763866392886
17,117,3.0,3.0291330721781726,0.029133072178172625
17,125,1.0,3.2246827651298977,2.2246827651298977
17,151,4.0,3.007039475529872,0.9929605244701278
17,237,2.0,3.1215920144363953,1.1215920144363953
17,245,2.0,2.6380926322313125,0.6380926322313125
17,508,3.0,3.295843181683566,0.29584318168356605
17,744,3.0,3.25282279676556,0.25282279676555985
18,26,4.0,3.7152334231972177,0.2847665768027823
18,86,4.0,4.263293355870597,0.263293355870597
18,113,5.0,4.302971420987592,0.6970285790124082
18,182,4.0,4.097846457772432,0.09784645777243206
18,202,3.0,3.925683609494526,0.9256836094945262
18,408,5.0,4.566406677508899,0.4335933224911006
18,443,3.0,4.076593638303501,1.0765936383035006
18,496,5.0,4.278319446198851,0.721680553801149
18,729,3.0,3.8305818474493183,0.8305818474493183
18,950,3.0,3.4295020280378394,0.42950202803783943
19,4,4.0,3.5321492354409445,0.4678507645590555
19,153,4.0,3.745490775529256,0.25450922447074387
19,201,3.0,3.6249491763748294,0.6249491763748294
19,258,4.0,3.708146642577621,0.29185335742237895
19,310,4.0,3.830070832098505,0.16992916790149515
19,313,2.0,4.156468278858144,2.156468278858144
19,382,3.0,3.637966790837995,0.6379667908379951
19,435,5.0,3.8532211177724855,1.1467788822275145
19,655,3.0,3.759733186475883,0.759733186475883
19,692,3.0,3.603168686625159,0.6031686866251591
20,11,2.0,3.5510028956254454,1.5510028956254454
20,118,4.0,3.110375109986433,0.8896248900135668
20,172,3.0,4.049295502134113,1.0492955021341128
20,176,2.0,3.543857884801549,1.543857884801549
20,186,3.0,3.4689818371477794,0.4689818371477794
20,194,3.0,3.8453671750260305,0.8453671750260305
20,208,2.0,3.549439333696231,1.549439333696231
20,288,1.0,2.974391373037499,1.974391373037499
20,405,3.0,2.950637323585762,0.04936267641423786
20,678,4.0,2.702651815588586,1.297348184411414
21,103,1.0,1.0082911128527605,0.008291112852760518
21,129,4.0,3.1383905957036724,0.8616094042963276
21,164,5.0,2.59812879028502,2.40187120971498
21,222,2.0,2.329304195818217,0.3293041958182168
21,324,4.0,2.208146331931342,1.7918536680686579
21,370,1.0,1.5267768148271363,0.5267768148271363
21,440,1.0,1,0.0
21,447,5.0,2.7728798231884917,2.2271201768115083
21,558,5.0,3.0864141989266356,1.9135858010733644
21,948,1.0,1.423940086275133,0.423940086275133
